theta_power,theta_power_std,theta_rel_power,theta_rel_power_std,alpha_power,alpha_power_std,alpha_rel_power,alpha_rel_power_std,beta_power,beta_power_std,beta_rel_power,beta_rel_power_std,low_beta_power,low_beta_power_std,low_beta_rel_power,low_beta_rel_power_std,high_beta_power,high_beta_power_std,high_beta_rel_power,high_beta_rel_power_std,gamma_power,gamma_power_std,gamma_rel_power,gamma_rel_power_std,peak_beta_freq,peak_beta_freq_std,beta_burst_count,beta_burst_count_std,beta_burst_mean_dur_ms,beta_burst_mean_dur_ms_std,beta_burst_mean_amp,beta_burst_mean_amp_std,spectral_entropy,spectral_entropy_std,aperiodic_slope,aperiodic_slope_std,aperiodic_intercept,aperiodic_intercept_std,rms,rms_std,variance,variance_std,skewness,skewness_std,kurtosis_val,kurtosis_val_std,hjorth_activity,hjorth_activity_std,hjorth_mobility,hjorth_mobility_std,hjorth_complexity,hjorth_complexity_std,zero_crossing_rate,zero_crossing_rate_std,perm_entropy,perm_entropy_std,sample_entropy,sample_entropy_std,approx_entropy,approx_entropy_std,cwt_mean_energy,cwt_mean_energy_std,cwt_max_energy,cwt_max_energy_std,cwt_std_energy,cwt_std_energy_std,cwt_beta_energy,cwt_beta_energy_std,subject_id,label,source,n_epochs
0.0,0.0,0.0,0.0,0.016349428369660017,0.004485610612353996,0.016777627956632027,0.004625003204895949,0.30249929068252956,0.05300819814214429,0.3091376199227934,0.041686754081491674,0.06464243351938949,0.020235915549307332,0.06633458139766577,0.020309388049708055,0.2079759780702153,0.054650946302526884,0.21204314299743585,0.04844120134976397,0.20239528715608585,0.0273591273297527,0.2069461453326801,0.018702011299462314,25.44341216216216,1.538997016164828,9.756756756756756,2.2106059509922735,53.66639741639742,11.111465245959469,1.1336494367667274,0.11278698535940468,6.193369721321975,0.12287783608262184,0.016368986597951305,0.16291130778841384,-2.0114811217747723,0.21718238842950904,0.9970701212236287,0.047122949230186534,0.9961963951237042,0.09408638370371024,1.0017065659393734,0.17300505962776544,2.8158029559013293,0.9648760633804023,0.9961963951237042,0.09408638370371024,0.5167402735289884,0.020543573270148448,1.6987624839866946,0.05870772156141646,0.13675675675675675,0.0073047759475247005,0.8247848534185338,0.005684611344793097,1.849716668577692,0.20702140125768023,1.849716668577692,0.20702140125768023,0.011506481556281785,0.0010746881750209535,0.5019815809635344,0.11273703769390903,0.032151944559330514,0.00399316416298186,0.10103644093262996,0.01655806754146046,pesd_seed_1004,1,pesd,37
0.0,0.0,0.0,0.0,0.016656760447475872,0.004541006502455006,0.01708439240030332,0.004617094001293623,0.3136319159780438,0.050625093355845835,0.3213028561826637,0.04839660266832519,0.06009799855828544,0.013949345277360907,0.06192652310926904,0.015751281096287182,0.22492907303197537,0.053581922838733434,0.22981808754198768,0.049332997976369655,0.1981682306087493,0.024128998552411227,0.2026384695791628,0.019967376747020524,25.78125,1.0228963604812142,9.942857142857143,2.279634772036422,52.93434739863312,12.121815508624259,1.141782937002919,0.09207457751899507,6.139933922428219,0.1424020291575036,0.04326772520818332,0.19043503953894797,-2.0417751533154385,0.2494973371011852,0.9916638313709525,0.03986290898994905,0.984818542150123,0.0805688072618566,0.920455465132859,0.13521275406860805,2.079568119361477,0.6261953253452954,0.984818542150123,0.0805688072618566,0.507438772961419,0.022190086565626255,1.7246231205264364,0.06884396976627513,0.13154285714285716,0.00930926683362293,0.8195696577309406,0.007746801628832261,1.9985764692663508,0.17372624511420007,1.9985764692663508,0.17372624511420007,0.011381112569165106,0.0009127463570783744,0.5318767615224504,0.105363182694195,0.03260112338508812,0.0027404534026078007,0.10277384907135576,0.014807997979792235,pesd_seed_1029,1,pesd,35
0.0,0.0,0.0,0.0,0.01637795361807344,0.004082109532472064,0.016773511320290792,0.003853825471673878,0.31702383025708675,0.05416976163081692,0.32491383735323986,0.04767355039897367,0.06107201677900298,0.017392199888465312,0.0625294345223577,0.017036459631336327,0.22653659294625889,0.0544750841495153,0.2320920988266711,0.050773904088546054,0.1975209213929264,0.029452272647545238,0.20207519129295326,0.02394304337928462,25.707347972972972,1.0662484098777534,9.91891891891892,2.12295533909789,52.59487134487135,10.685979513466858,1.1604634846672395,0.09455925295657179,6.137609015635551,0.13878379546982283,0.06377026200628566,0.15291661508296933,-2.0706651790024515,0.22085543640674107,0.9939867148077891,0.04336251598365996,0.989784150499258,0.08670429512001326,0.9750024892982548,0.16131546336154975,2.705859857945312,0.7950268507941783,0.989784150499258,0.08670429512001326,0.5075545138693387,0.021278870724876515,1.7252508014659318,0.06355840252736712,0.13352702702702707,0.00859756875277709,0.821777272528573,0.006156227478492199,1.8623762412604414,0.23524209445062358,1.8623762412604414,0.23524209445062358,0.011421922635030286,0.0009875524022347202,0.5362357701880542,0.10500288385006185,0.032808520636593196,0.002924778147522575,0.10517208199637644,0.01442010366373081,pesd_seed_1052,1,pesd,37
0.0,0.0,0.0,0.0,0.015833940651254687,0.004486290689891004,0.016981663986669032,0.004703662575754018,0.3020428447222451,0.04078993100058206,0.3237893862355742,0.038006176975453144,0.06221881485638432,0.01925894837747486,0.06715078487626004,0.022310497398823573,0.2115633118103815,0.050183575274129456,0.22599350824076528,0.04677625213308642,0.18729145688991486,0.028953473239130962,0.2000805063809766,0.024109075691899965,25.60177364864865,1.6858867633732382,9.864864864864865,2.18300762230364,52.97463422463423,10.761260056793779,1.1215581025956205,0.0918308646406078,6.123343388958002,0.10600780452779447,-0.006824179072349851,0.20860145518436768,-1.9836288763569419,0.27045164422362766,0.979453521207808,0.04361544388119939,0.9610480905604231,0.08553007768579458,0.9525671989081235,0.15713957065220055,2.306471443804897,0.749437914586969,0.9610480905604231,0.08553007768579458,0.5000630160490228,0.023117415031713027,1.753281244171389,0.07383546500649936,0.13059459459459458,0.009841883634970244,0.821539421533059,0.0077323899258690655,1.9677038984349264,0.19857985332747166,1.9677038984349264,0.19857985332747166,0.011140225284049933,0.0009780706467126528,0.5484671083628682,0.1319421131868743,0.03257983205025885,0.003432323660075108,0.10175648049358473,0.012954883605981375,pesd_seed_1059,1,pesd,37
0.0,0.0,0.0,0.0,0.014959933622959616,0.004337211027587837,0.015643414501323716,0.003982436662883363,0.2988795850354913,0.04697448244331547,0.3144783651814846,0.04230160896077781,0.0650385773672714,0.01801837276170582,0.06848937550917711,0.018192469309046257,0.2064627148909829,0.04965913403454423,0.2168951962391698,0.045700155346196106,0.20293580343730858,0.03361518779358235,0.21273903114253204,0.024708603007331836,25.496199324324323,1.6957747470659854,10.162162162162161,2.060090702719947,51.20598245598245,10.384744206366092,1.1244616327416257,0.09211225008917653,6.1665602879282275,0.12348300167969473,0.0958502924443774,0.15808201217619597,-2.109661468251297,0.20670664719046875,0.9827710415644336,0.04510742139261364,0.9677725728578295,0.08976422616394435,0.9707041596598297,0.16323130820750367,2.393256361788059,0.7820663630934017,0.9677725728578295,0.08976422616394435,0.507382853951481,0.022106235423284576,1.7215282180977445,0.0694447822526238,0.13375675675675675,0.00762784871165257,0.8216794706030747,0.0065695308125782465,1.940537126033015,0.2001205228767856,1.940537126033015,0.2001205228767856,0.01116663691239621,0.0010162664402843806,0.47258580912304543,0.08418625763945409,0.03133455558299741,0.002920719776808653,0.10005531243173496,0.013834042658636995,pesd_seed_1063,1,pesd,37
0.0,0.0,0.0,0.0,0.01574006877055058,0.004503759499772587,0.015882472584254074,0.004113586798412787,0.3167128102458024,0.047149071319372744,0.3215782562554845,0.043521890980389784,0.06588002754436045,0.01784352796977439,0.06721880791049163,0.01913359625903786,0.2206364399110802,0.047297238269464775,0.22348207970366218,0.04207324081347529,0.21090221392830777,0.02491903374018973,0.21386899312170415,0.021152196692636176,25.760135135135137,1.097160562226907,9.945945945945946,2.370379670192508,53.720997470997474,16.13554993044168,1.1511835300179918,0.09463761495634107,6.162930084465018,0.12346394536819223,0.12777584702799,0.13489146764507418,-2.146983405366651,0.16899161828834944,0.9969583250062899,0.040371049263643495,0.9954575244418852,0.0808110548822204,0.9312625141290406,0.21759623957113577,2.445899247442042,0.9136085089999483,0.9954575244418852,0.0808110548822204,0.5096861821579423,0.023286711992138477,1.7239992168674974,0.0707688292881663,0.1323918918918919,0.008569379124703683,0.8207655512932077,0.006833623697590707,1.9216148843501237,0.25670462455242293,1.9216148843501237,0.25670462455242293,0.011476538928303633,0.0009146891229078774,0.5031645746277176,0.09219679202800132,0.0324463100490131,0.0029419284413997127,0.10581424666981525,0.013875459204000873,pesd_seed_1074,1,pesd,37
0.0,0.0,0.0,0.0,0.016027178434522303,0.004162002463985714,0.016309682280751397,0.003965245029067867,0.29902782783857645,0.0557538999865585,0.30459632721783725,0.046935867323317025,0.061530126461428136,0.026195438538384713,0.06266216510854293,0.02591445201570366,0.20866322841903262,0.05739825135375458,0.2125100249716597,0.05235408885051938,0.2096099597091366,0.03505066862311244,0.21279710316422196,0.025447674159665663,25.075604838709676,2.1679247144764693,9.32258064516129,2.0695503138510247,56.61139935333484,14.092678860761302,1.1087075332698715,0.10244038941472093,6.206981558865046,0.1282654256874346,0.03478777467434865,0.2086213898771611,-2.0439311901358246,0.30216052051729986,0.9941915539348958,0.052705510035372743,0.9910888053043725,0.1034017599960267,0.9117351830979975,0.19741984908824314,2.456448736676715,0.6554235576236179,0.9910888053043725,0.1034017599960267,0.520496223266301,0.03247894400311799,1.6920036611652496,0.0785336386306971,0.13577419354838707,0.011862681189124027,0.8238565622820877,0.0074867013982069745,1.8784885639691196,0.23992489088804334,1.8784885639691196,0.23992489088804334,0.01143239305463556,0.0012002555730157038,0.4904157738433772,0.0976127069946419,0.03149107156513407,0.004037732537057146,0.0993025770722909,0.017027272844316876,pesd_seed_1105,1,pesd,31
0.0,0.0,0.0,0.0,0.015429860400876764,0.0037812001705134655,0.01587161874553523,0.0038605778536597163,0.29687393484836144,0.04554897558209357,0.304826417475863,0.039010945623187916,0.06401117294675296,0.013932567277708124,0.06676884466435368,0.017912702356837146,0.20368456127234594,0.05461833949003075,0.2076647297392858,0.04613996094498007,0.20897626809709757,0.030008102678689648,0.21446931319827894,0.02526598056839661,25.65456081081081,1.215251734926239,10.0,2.266083655811306,52.50824625824626,11.488875173813462,1.1148290622097141,0.09476409674809079,6.208231915780944,0.12179832213160303,0.0618599408213362,0.15125045086722402,-2.0673753738714744,0.19590447227651023,0.9961725200427712,0.04517552016089779,0.994253397720868,0.09047152371923266,0.974068108147371,0.2095250571605251,2.5908590712551973,0.9116743205654332,0.994253397720868,0.09047152371923266,0.5168552667784052,0.01941005641299991,1.697106723237727,0.056335849242617725,0.13636486486486488,0.008257387068434825,0.8218938764987729,0.00538886582070232,1.9252884256346299,0.22238812228861785,1.9252884256346299,0.22238812228861785,0.011485506025706544,0.001036814069843505,0.47485521387513613,0.09770345191353494,0.03162721796916212,0.003450364114058443,0.09988771777342441,0.014026188076560033,pesd_seed_111,1,pesd,37
0.0,0.0,0.0,0.0,0.01498883060393556,0.003992217570859921,0.01672277553117495,0.004138931372603297,0.27130270320478667,0.0478441247968273,0.30376608612499373,0.03939931416110912,0.0543672714351366,0.014101142936112532,0.061912936125665556,0.01802021000031758,0.19326949840916105,0.04793382888609714,0.2149242177649781,0.03950416342215897,0.19442759166374982,0.03079495886774949,0.21680178381478826,0.015462721617231286,25.390625,1.6453584749496717,10.129032258064516,1.4754318227134544,50.412132670197195,7.367867908549527,1.0672568693686515,0.10666825994627187,6.202325183907063,0.09877948909325278,0.06826311984451608,0.1817759266740382,-2.1166622669646493,0.2641604192144644,0.9561566948104988,0.05129040274516233,0.9167613591778573,0.09943394252937918,0.8625576976586448,0.1936199495616078,2.357231156522659,0.6550945839835624,0.9167613591778573,0.09943394252937918,0.5110773194532133,0.022981760350309285,1.7157648966763717,0.06826644060487717,0.1351451612903226,0.010714922928378076,0.8213785713482465,0.005083349923649675,1.9104530921994136,0.14763052949205807,1.9104530921994136,0.14763052949205807,0.010589687021704224,0.0011552179668143446,0.49503250907134716,0.2093120538196838,0.029766743331246254,0.0046945185389593224,0.09155230750014545,0.014204906079440732,pesd_seed_1113,1,pesd,31
0.0,0.0,0.0,0.0,0.016883315893080043,0.0040923036693339175,0.017791057447429166,0.004393842311924029,0.29826902684302564,0.05621444875523399,0.3116556280238601,0.04375717660934666,0.06139792792531634,0.015756584559002883,0.06494892987732288,0.017896495640466706,0.21025913745180558,0.06017722510252418,0.21872422250373802,0.050542027617568354,0.19770575860882597,0.02923008844612938,0.20690619084559989,0.02345736740342385,25.8129222972973,1.0290112272813519,9.81081081081081,2.2401476524434702,53.59375984375984,12.084046686661308,1.1261518045231025,0.10136754309511274,6.168781734597408,0.13800355515161938,0.0160199239794687,0.16815159112664593,-2.013941610071792,0.23440153967137065,0.984418728995028,0.05523923973160218,0.9719700589754954,0.1087124018669012,0.9270716752015633,0.16935144154263426,2.3249970480706157,0.706464189178598,0.9719700589754954,0.1087124018669012,0.5097990223276824,0.024357282883479395,1.7177441491358183,0.07310628724600561,0.13389189189189188,0.010681592612764699,0.8215099822484218,0.0073978844668451905,1.9580973963890158,0.2356758678250216,1.9580973963890158,0.2356758678250216,0.011233633402304256,0.001245161753045147,0.5029463701642216,0.0768685779662171,0.031658342267318354,0.003834152499817805,0.09950243189955271,0.01797623006920576,pesd_seed_112,1,pesd,37
